,daterep,day,month,year,cases,deaths,countriesandterritories,geoid,countryterritorycode,popdata2019,continentexp,cumulative_number_for_14_days_of_covid_19_cases_per_100000
15845,2020-06-01,1,6,2020,5,0,Jamaica,JM,JAM,2948277.0,America,2.23859563
15846,2020-05-31,31,5,2020,6,0,Jamaica,JM,JAM,2948277.0,America,2.1707593999999997
15847,2020-05-30,30,5,2020,6,0,Jamaica,JM,JAM,2948277.0,America,2.1707593999999997
15848,2020-05-29,29,5,2020,0,0,Jamaica,JM,JAM,2948277.0,America,2.03508693
15849,2020-05-28,28,5,2020,5,0,Jamaica,JM,JAM,2948277.0,America,2.03508693
15850,2020-05-27,27,5,2020,8,0,Jamaica,JM,JAM,2948277.0,America,1.93333259
15851,2020-05-26,26,5,2020,4,0,Jamaica,JM,JAM,2948277.0,America,1.72982389
15852,2020-05-25,25,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,1.69590578
15853,2020-05-24,24,5,2020,6,0,Jamaica,JM,JAM,2948277.0,America,1.76374201
15854,2020-05-23,23,5,2020,10,0,Jamaica,JM,JAM,2948277.0,America,1.83157824
15855,2020-05-22,22,5,2020,5,0,Jamaica,JM,JAM,2948277.0,America,1.56023332
15856,2020-05-21,21,5,2020,9,0,Jamaica,JM,JAM,2948277.0,America,1.72982389
15857,2020-05-20,20,5,2020,0,0,Jamaica,JM,JAM,2948277.0,America,1.59415143
15858,2020-05-19,19,5,2020,0,0,Jamaica,JM,JAM,2948277.0,America,1.66198766
15859,2020-05-18,18,5,2020,3,0,Jamaica,JM,JAM,2948277.0,America,1.72982389
15860,2020-05-17,17,5,2020,6,0,Jamaica,JM,JAM,2948277.0,America,1.83157824
15861,2020-05-16,16,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,2.67953113
15862,2020-05-15,15,5,2020,0,0,Jamaica,JM,JAM,2948277.0,America,2.95087605
15863,2020-05-14,14,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,3.83274706
15864,2020-05-13,13,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,4.27368256
15865,2020-05-12,12,5,2020,3,0,Jamaica,JM,JAM,2948277.0,America,4.78245429
15866,2020-05-11,11,5,2020,4,0,Jamaica,JM,JAM,2948277.0,America,5.15555357
15867,2020-05-10,10,5,2020,8,0,Jamaica,JM,JAM,2948277.0,America,6.546196299999999
15868,2020-05-09,9,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,6.85145934
15869,2020-05-08,8,5,2020,10,0,Jamaica,JM,JAM,2948277.0,America,8.00467527
15870,2020-05-07,7,5,2020,5,0,Jamaica,JM,JAM,2948277.0,America,7.66549412
15871,2020-05-06,6,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,8.14034774
15872,2020-05-05,5,5,2020,2,0,Jamaica,JM,JAM,2948277.0,America,8.41169266
15873,2020-05-04,4,5,2020,6,1,Jamaica,JM,JAM,2948277.0,America,9.25964555
15874,2020-05-03,3,5,2020,31,0,Jamaica,JM,JAM,2948277.0,America,9.83625351
15875,2020-05-02,2,5,2020,10,0,Jamaica,JM,JAM,2948277.0,America,9.12397309
15876,2020-05-01,1,5,2020,26,1,Jamaica,JM,JAM,2948277.0,America,9.46315424
15877,2020-04-30,30,4,2020,15,0,Jamaica,JM,JAM,2948277.0,America,9.19180932
15878,2020-04-29,29,4,2020,17,0,Jamaica,JM,JAM,2948277.0,America,9.3613999
15879,2020-04-28,28,4,2020,14,0,Jamaica,JM,JAM,2948277.0,America,9.87017163
15880,2020-04-27,27,4,2020,45,0,Jamaica,JM,JAM,2948277.0,America,9.42923613
15881,2020-04-26,26,4,2020,17,0,Jamaica,JM,JAM,2948277.0,America,8.00467527
15882,2020-04-25,25,4,2020,36,1,Jamaica,JM,JAM,2948277.0,America,7.56373977
15883,2020-04-24,24,4,2020,0,0,Jamaica,JM,JAM,2948277.0,America,6.41052384
15884,2020-04-23,23,4,2020,19,0,Jamaica,JM,JAM,2948277.0,America,6.41052384
15885,2020-04-22,22,4,2020,10,0,Jamaica,JM,JAM,2948277.0,America,5.76607965
15886,2020-04-21,21,4,2020,27,1,Jamaica,JM,JAM,2948277.0,America,5.56257095
15887,2020-04-20,20,4,2020,23,0,Jamaica,JM,JAM,2948277.0,America,4.68069995
15888,2020-04-19,19,4,2020,10,0,Jamaica,JM,JAM,2948277.0,America,4.00233764
15889,2020-04-18,18,4,2020,20,0,Jamaica,JM,JAM,2948277.0,America,3.73099271
15890,2020-04-17,17,4,2020,18,0,Jamaica,JM,JAM,2948277.0,America,3.25613909
15891,2020-04-16,16,4,2020,20,0,Jamaica,JM,JAM,2948277.0,America,2.74736736
15892,2020-04-15,15,4,2020,32,1,Jamaica,JM,JAM,2948277.0,America,2.27251374
15893,2020-04-14,14,4,2020,1,0,Jamaica,JM,JAM,2948277.0,America,1.18713404
15894,2020-04-13,13,4,2020,3,0,Jamaica,JM,JAM,2948277.0,America,1.28888839
15895,2020-04-12,12,4,2020,4,0,Jamaica,JM,JAM,2948277.0,America,1.25497028
15896,2020-04-11,11,4,2020,2,0,Jamaica,JM,JAM,2948277.0,America,1.32280651
15897,2020-04-10,10,4,2020,0,0,Jamaica,JM,JAM,2948277.0,America,1.25497028
15898,2020-04-09,9,4,2020,0,1,Jamaica,JM,JAM,2948277.0,America,1.28888839
15899,2020-04-08,8,4,2020,4,0,Jamaica,JM,JAM,2948277.0,America,1.42456085
15900,2020-04-07,7,4,2020,1,0,Jamaica,JM,JAM,2948277.0,America,1.35672462
15901,2020-04-06,6,4,2020,3,0,Jamaica,JM,JAM,2948277.0,America,1.32280651
15902,2020-04-05,5,4,2020,2,0,Jamaica,JM,JAM,2948277.0,America,1.22105216
15903,2020-04-04,4,4,2020,6,0,Jamaica,JM,JAM,2948277.0,America,1.15321593
15904,2020-04-03,3,4,2020,3,0,Jamaica,JM,JAM,2948277.0,America,1.05146158
15905,2020-04-02,2,4,2020,6,2,Jamaica,JM,JAM,2948277.0,America,0.98362535
15906,2020-04-01,1,4,2020,0,0,Jamaica,JM,JAM,2948277.0,America,0.84795289
15907,2020-03-31,31,3,2020,4,0,Jamaica,JM,JAM,2948277.0,America,0.94970724
15908,2020-03-30,30,3,2020,2,0,Jamaica,JM,JAM,2948277.0,America,0.81403477
15909,2020-03-29,29,3,2020,6,0,Jamaica,JM,JAM,2948277.0,America,0.81403477
15910,2020-03-28,28,3,2020,0,0,Jamaica,JM,JAM,2948277.0,America,0.67836231
15911,2020-03-27,27,3,2020,1,0,Jamaica,JM,JAM,2948277.0,America,0.81403477
15912,2020-03-26,26,3,2020,4,0,Jamaica,JM,JAM,2948277.0,America,0.84795289
15913,2020-03-25,25,3,2020,2,1,Jamaica,JM,JAM,2948277.0,America,
15914,2020-03-24,24,3,2020,0,0,Jamaica,JM,JAM,2948277.0,America,
15915,2020-03-23,23,3,2020,0,0,Jamaica,JM,JAM,2948277.0,America,
15916,2020-03-22,22,3,2020,0,0,Jamaica,JM,JAM,2948277.0,America,
15917,2020-03-21,21,3,2020,3,0,Jamaica,JM,JAM,2948277.0,America,
15918,2020-03-20,20,3,2020,1,0,Jamaica,JM,JAM,2948277.0,America,
15919,2020-03-19,19,3,2020,2,0,Jamaica,JM,JAM,2948277.0,America,
15920,2020-03-18,18,3,2020,3,0,Jamaica,JM,JAM,2948277.0,America,
15921,2020-03-17,17,3,2020,0,0,Jamaica,JM,JAM,2948277.0,America,
15922,2020-03-16,16,3,2020,2,0,Jamaica,JM,JAM,2948277.0,America,
15923,2020-03-14,14,3,2020,2,0,Jamaica,JM,JAM,2948277.0,America,
15924,2020-03-13,13,3,2020,4,0,Jamaica,JM,JAM,2948277.0,America,
15925,2020-03-12,12,3,2020,2,0,Jamaica,JM,JAM,2948277.0,America,
15926,2020-07-29,29,7,2020,1344,4,Japan,JP,JPN,126860299.0,Asia,6.95647107
15927,2020-07-28,28,7,2020,0,0,Japan,JP,JPN,126860299.0,Asia,6.12405935
15928,2020-07-27,27,7,2020,607,0,Japan,JP,JPN,126860299.0,Asia,6.40152992
15929,2020-07-26,26,7,2020,596,3,Japan,JP,JPN,126860299.0,Asia,6.21155717
15930,2020-07-25,25,7,2020,830,1,Japan,JP,JPN,126860299.0,Asia,6.03577326
15931,2020-07-24,24,7,2020,927,2,Japan,JP,JPN,126860299.0,Asia,5.70470041
15932,2020-07-23,23,7,2020,726,1,Japan,JP,JPN,126860299.0,Asia,5.24829285
15933,2020-07-22,22,7,2020,567,1,Japan,JP,JPN,126860299.0,Asia,4.83129872
15934,2020-07-21,21,7,2020,640,3,Japan,JP,JPN,126860299.0,Asia,4.53648623
15935,2020-07-20,20,7,2020,454,0,Japan,JP,JPN,126860299.0,Asia,4.19437763
15936,2020-07-19,19,7,2020,510,0,Japan,JP,JPN,126860299.0,Asia,4.03593562
15937,2020-07-18,18,7,2020,659,0,Japan,JP,JPN,126860299.0,Asia,3.82310308
15938,2020-07-17,17,7,2020,583,0,Japan,JP,JPN,126860299.0,Asia,3.47232352
15939,2020-07-16,16,7,2020,382,1,Japan,JP,JPN,126860299.0,Asia,3.16568701
15940,2020-07-15,15,7,2020,288,2,Japan,JP,JPN,126860299.0,Asia,2.98359694
15941,2020-07-14,14,7,2020,352,0,Japan,JP,JPN,126860299.0,Asia,2.85905049
15942,2020-07-13,13,7,2020,366,0,Japan,JP,JPN,126860299.0,Asia,2.67380735
15943,2020-07-12,12,7,2020,373,0,Japan,JP,JPN,126860299.0,Asia,2.45309212
15944,2020-07-11,11,7,2020,410,0,Japan,JP,JPN,126860299.0,Asia,2.23237689
15945,2020-07-10,10,7,2020,348,1,Japan,JP,JPN,126860299.0,Asia,1.9880136000000002
15946,2020-07-09,9,7,2020,197,1,Japan,JP,JPN,126860299.0,Asia,1.78227548
15947,2020-07-08,8,7,2020,193,2,Japan,JP,JPN,126860299.0,Asia,1.69241285
15948,2020-07-07,7,7,2020,206,1,Japan,JP,JPN,126860299.0,Asia,1.58678485
15949,2020-07-06,6,7,2020,253,0,Japan,JP,JPN,126860299.0,Asia,1.46539147
15950,2020-07-05,5,7,2020,240,0,Japan,JP,JPN,126860299.0,Asia,1.35818693
15951,2020-07-04,4,7,2020,214,1,Japan,JP,JPN,126860299.0,Asia,1.16900245
15952,2020-07-03,3,7,2020,194,1,Japan,JP,JPN,126860299.0,Asia,1.0468208
15953,2020-07-02,2,7,2020,151,1,Japan,JP,JPN,126860299.0,Asia,0.95065202
15954,2020-07-01,1,7,2020,130,2,Japan,JP,JPN,126860299.0,Asia,0.8631542
15955,2020-06-30,30,6,2020,117,0,Japan,JP,JPN,126860299.0,Asia,0.79299829
15956,2020-06-29,29,6,2020,86,1,Japan,JP,JPN,126860299.0,Asia,0.76777369
15957,2020-06-28,28,6,2020,93,0,Japan,JP,JPN,126860299.0,Asia,0.7575261999999999
15958,2020-06-27,27,6,2020,100,2,Japan,JP,JPN,126860299.0,Asia,0.72126584
15959,2020-06-26,26,6,2020,87,1,Japan,JP,JPN,126860299.0,Asia,0.68185241
15960,2020-06-25,25,6,2020,83,5,Japan,JP,JPN,126860299.0,Asia,0.64480378
15961,2020-06-24,24,6,2020,59,8,Japan,JP,JPN,126860299.0,Asia,0.61169649
15962,2020-06-23,23,6,2020,52,2,Japan,JP,JPN,126860299.0,Asia,0.59750766
15963,2020-06-22,22,6,2020,117,1,Japan,JP,JPN,126860299.0,Asia,0.58489536
15964,2020-06-21,21,6,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.51868079
15965,2020-06-20,20,6,2020,59,17,Japan,JP,JPN,126860299.0,Asia,0.548635
15966,2020-06-19,19,6,2020,72,0,Japan,JP,JPN,126860299.0,Asia,0.53286963
15967,2020-06-18,18,6,2020,40,4,Japan,JP,JPN,126860299.0,Asia,0.51237464
15968,2020-06-17,17,6,2020,41,4,Japan,JP,JPN,126860299.0,Asia,0.50606849
15969,2020-06-16,16,6,2020,85,2,Japan,JP,JPN,126860299.0,Asia,0.51789252
15970,2020-06-15,15,6,2020,73,0,Japan,JP,JPN,126860299.0,Asia,0.48715004
15971,2020-06-14,14,6,2020,47,1,Japan,JP,JPN,126860299.0,Asia,0.4556193
15972,2020-06-13,13,6,2020,50,2,Japan,JP,JPN,126860299.0,Asia,0.4556193
15973,2020-06-12,12,6,2020,40,2,Japan,JP,JPN,126860299.0,Asia,0.48320870000000005
15974,2020-06-11,11,6,2020,41,1,Japan,JP,JPN,126860299.0,Asia,0.50528022
15975,2020-06-10,10,6,2020,41,3,Japan,JP,JPN,126860299.0,Asia,0.47296121
15976,2020-06-09,9,6,2020,36,0,Japan,JP,JPN,126860299.0,Asia,0.46271371
15977,2020-06-08,8,6,2020,33,0,Japan,JP,JPN,126860299.0,Asia,0.46744333
15978,2020-06-07,7,6,2020,38,2,Japan,JP,JPN,126860299.0,Asia,0.46586679
15979,2020-06-06,6,6,2020,39,7,Japan,JP,JPN,126860299.0,Asia,0.44694834
15980,2020-06-05,5,6,2020,46,4,Japan,JP,JPN,126860299.0,Asia,0.43433604
15981,2020-06-04,4,6,2020,32,3,Japan,JP,JPN,126860299.0,Asia,0.46823159
15982,2020-06-03,3,6,2020,56,6,Japan,JP,JPN,126860299.0,Asia,0.47374947
15983,2020-06-02,2,6,2020,46,2,Japan,JP,JPN,126860299.0,Asia,0.4453718
15984,2020-06-01,1,6,2020,33,1,Japan,JP,JPN,126860299.0,Asia,0.45640756
15985,2020-05-31,31,5,2020,47,5,Japan,JP,JPN,126860299.0,Asia,0.44616007
15986,2020-05-30,30,5,2020,85,12,Japan,JP,JPN,126860299.0,Asia,0.44694834
15987,2020-05-29,29,5,2020,68,16,Japan,JP,JPN,126860299.0,Asia,0.41462932
15988,2020-05-28,28,5,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.45088968
15989,2020-05-27,27,5,2020,28,12,Japan,JP,JPN,126860299.0,Asia,0.49424446
15990,2020-05-26,26,5,2020,42,16,Japan,JP,JPN,126860299.0,Asia,0.59041324
15991,2020-05-25,25,5,2020,31,10,Japan,JP,JPN,126860299.0,Asia,0.61721437
15992,2020-05-24,24,5,2020,14,12,Japan,JP,JPN,126860299.0,Asia,0.63297975
15993,2020-05-23,23,5,2020,23,12,Japan,JP,JPN,126860299.0,Asia,0.71574796
15994,2020-05-22,22,5,2020,89,19,Japan,JP,JPN,126860299.0,Asia,0.76146754
15995,2020-05-21,21,5,2020,39,6,Japan,JP,JPN,126860299.0,Asia,0.7575261999999999
15996,2020-05-20,20,5,2020,20,8,Japan,JP,JPN,126860299.0,Asia,0.81270501
15997,2020-05-19,19,5,2020,60,14,Japan,JP,JPN,126860299.0,Asia,0.89389668
15998,2020-05-18,18,5,2020,20,5,Japan,JP,JPN,126860299.0,Asia,0.98375931
15999,2020-05-17,17,5,2020,48,19,Japan,JP,JPN,126860299.0,Asia,1.13983651
16000,2020-05-16,16,5,2020,44,15,Japan,JP,JPN,126860299.0,Asia,1.33453887
16001,2020-05-15,15,5,2020,114,23,Japan,JP,JPN,126860299.0,Asia,1.50716971
16002,2020-05-14,14,5,2020,55,19,Japan,JP,JPN,126860299.0,Asia,1.56944294
16003,2020-05-13,13,5,2020,150,25,Japan,JP,JPN,126860299.0,Asia,1.71211957
16004,2020-05-12,12,5,2020,76,22,Japan,JP,JPN,126860299.0,Asia,1.81144142
16005,2020-05-11,11,5,2020,51,8,Japan,JP,JPN,126860299.0,Asia,1.90209232
16006,2020-05-10,10,5,2020,119,12,Japan,JP,JPN,126860299.0,Asia,2.02190916
16007,2020-05-09,9,5,2020,81,44,Japan,JP,JPN,126860299.0,Asia,2.1567031
16008,2020-05-08,8,5,2020,84,6,Japan,JP,JPN,126860299.0,Asia,2.60680451
16009,2020-05-07,7,5,2020,109,8,Japan,JP,JPN,126860299.0,Asia,2.90949969
16010,2020-05-06,6,5,2020,123,22,Japan,JP,JPN,126860299.0,Asia,3.04114055
16011,2020-05-05,5,5,2020,174,11,Japan,JP,JPN,126860299.0,Asia,3.24214907
16012,2020-05-04,4,5,2020,218,18,Japan,JP,JPN,126860299.0,Asia,3.39428492
16013,2020-05-03,3,5,2020,295,34,Japan,JP,JPN,126860299.0,Asia,3.52986713
16014,2020-05-02,2,5,2020,263,26,Japan,JP,JPN,126860299.0,Asia,3.74348794
16015,2020-05-01,1,5,2020,193,17,Japan,JP,JPN,126860299.0,Asia,4.03120601
16016,2020-04-30,30,4,2020,236,26,Japan,JP,JPN,126860299.0,Asia,4.34020733
16017,2020-04-29,29,4,2020,276,13,Japan,JP,JPN,126860299.0,Asia,4.53412143
16018,2020-04-28,28,4,2020,191,25,Japan,JP,JPN,126860299.0,Asia,4.67522152
16019,2020-04-27,27,4,2020,203,3,Japan,JP,JPN,126860299.0,Asia,4.83208699
16020,2020-04-26,26,4,2020,290,14,Japan,JP,JPN,126860299.0,Asia,5.07172066
16021,2020-04-25,25,4,2020,652,17,Japan,JP,JPN,126860299.0,Asia,5.42880638
16022,2020-04-24,24,4,2020,468,30,Japan,JP,JPN,126860299.0,Asia,5.43353599
16023,2020-04-23,23,4,2020,276,101,Japan,JP,JPN,126860299.0,Asia,5.52103381
16024,2020-04-22,22,4,2020,378,0,Japan,JP,JPN,126860299.0,Asia,5.70627695
16025,2020-04-21,21,4,2020,367,15,Japan,JP,JPN,126860299.0,Asia,5.684993700000001
16026,2020-04-20,20,4,2020,390,10,Japan,JP,JPN,126860299.0,Asia,5.5943428
16027,2020-04-19,19,4,2020,566,7,Japan,JP,JPN,126860299.0,Asia,5.58882492
16028,2020-04-18,18,4,2020,628,6,Japan,JP,JPN,126860299.0,Asia,5.40752312
16029,2020-04-17,17,4,2020,585,12,Japan,JP,JPN,126860299.0,Asia,5.16315983
16030,2020-04-16,16,4,2020,482,17,Japan,JP,JPN,126860299.0,Asia,5.048072599999999
16031,2020-04-15,15,4,2020,455,10,Japan,JP,JPN,126860299.0,Asia,4.84548755
16032,2020-04-14,14,4,2020,390,7,Japan,JP,JPN,126860299.0,Asia,4.48682531
16033,2020-04-13,13,4,2020,507,4,Japan,JP,JPN,126860299.0,Asia,4.247979900000001
16034,2020-04-12,12,4,2020,743,4,Japan,JP,JPN,126860299.0,Asia,3.98469816
16035,2020-04-11,11,4,2020,658,6,Japan,JP,JPN,126860299.0,Asia,3.55193866
16036,2020-04-10,10,4,2020,579,3,Japan,JP,JPN,126860299.0,Asia,3.13967414
16037,2020-04-09,9,4,2020,511,4,Japan,JP,JPN,126860299.0,Asia,2.75894037
16038,2020-04-08,8,4,2020,351,1,Japan,JP,JPN,126860299.0,Asia,2.41525522
16039,2020-04-07,7,4,2020,252,7,Japan,JP,JPN,126860299.0,Asia,2.18981038
16040,2020-04-06,6,4,2020,383,3,Japan,JP,JPN,126860299.0,Asia,2.02190916
16041,2020-04-05,5,4,2020,336,1,Japan,JP,JPN,126860299.0,Asia,1.75389781
16042,2020-04-04,4,4,2020,318,6,Japan,JP,JPN,126860299.0,Asia,1.51978201
16043,2020-04-03,3,4,2020,439,6,Japan,JP,JPN,126860299.0,Asia,1.31404388
16044,2020-04-02,2,4,2020,225,1,Japan,JP,JPN,126860299.0,Asia,1.02869062
16045,2020-04-01,1,4,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.88601399
16046,2020-03-31,31,3,2020,87,2,Japan,JP,JPN,126860299.0,Asia,0.88995534
16047,2020-03-30,30,3,2020,173,2,Japan,JP,JPN,126860299.0,Asia,0.82925865
16048,2020-03-29,29,3,2020,194,3,Japan,JP,JPN,126860299.0,Asia,0.7196893
16049,2020-03-28,28,3,2020,135,3,Japan,JP,JPN,126860299.0,Asia,0.60066073
16050,2020-03-27,27,3,2020,96,1,Japan,JP,JPN,126860299.0,Asia,0.54311712
16051,2020-03-26,26,3,2020,75,2,Japan,JP,JPN,126860299.0,Asia,0.51158637
16052,2020-03-25,25,3,2020,65,1,Japan,JP,JPN,126860299.0,Asia,0.49266792
16053,2020-03-24,24,3,2020,39,1,Japan,JP,JPN,126860299.0,Asia,0.48399697
16054,2020-03-23,23,3,2020,43,5,Japan,JP,JPN,126860299.0,Asia,0.47374947
16055,2020-03-22,22,3,2020,39,1,Japan,JP,JPN,126860299.0,Asia,0.46586679
16056,2020-03-21,21,3,2020,57,2,Japan,JP,JPN,126860299.0,Asia,0.47217294
16057,2020-03-20,20,3,2020,77,4,Japan,JP,JPN,126860299.0,Asia,0.47374947
16058,2020-03-19,19,3,2020,44,1,Japan,JP,JPN,126860299.0,Asia,0.43827738
16059,2020-03-18,18,3,2020,5,0,Japan,JP,JPN,126860299.0,Asia,0.44221873
16060,2020-03-17,17,3,2020,10,4,Japan,JP,JPN,126860299.0,Asia,0.44931315
16061,2020-03-16,16,3,2020,34,2,Japan,JP,JPN,126860299.0,Asia,0.44143046
16062,2020-03-15,15,3,2020,43,1,Japan,JP,JPN,126860299.0,Asia,0.42645335
16063,2020-03-14,14,3,2020,62,2,Japan,JP,JPN,126860299.0,Asia,0.39965222
16064,2020-03-13,13,3,2020,56,4,Japan,JP,JPN,126860299.0,Asia,0.36654493
16065,2020-03-12,12,3,2020,51,3,Japan,JP,JPN,126860299.0,Asia,0.34132034
16066,2020-03-11,11,3,2020,54,3,Japan,JP,JPN,126860299.0,Asia,0.31846055
16067,2020-03-10,10,3,2020,26,2,Japan,JP,JPN,126860299.0,Asia,0.29165941
16068,2020-03-09,9,3,2020,33,1,Japan,JP,JPN,126860299.0,Asia,0.27116442
16069,2020-03-08,8,3,2020,47,0,Japan,JP,JPN,126860299.0,Asia,0.25461078
16070,2020-03-07,7,3,2020,59,0,Japan,JP,JPN,126860299.0,Asia,0.23884541
16071,2020-03-06,6,3,2020,32,0,Japan,JP,JPN,126860299.0,Asia,0.20179678
16072,2020-03-05,5,3,2020,49,0,Japan,JP,JPN,126860299.0,Asia,0.1836666
16073,2020-03-04,4,3,2020,14,0,Japan,JP,JPN,126860299.0,Asia,0.15923027
16074,2020-03-03,3,3,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.15371239
16075,2020-03-02,2,3,2020,15,1,Japan,JP,JPN,126860299.0,Asia,0.15371239
16076,2020-03-01,1,3,2020,9,2,Japan,JP,JPN,126860299.0,Asia,0.14740624
16077,2020-02-29,29,2,2020,20,0,Japan,JP,JPN,126860299.0,Asia,0.15134759
16078,2020-02-28,28,2,2020,24,0,Japan,JP,JPN,126860299.0,Asia,0.14188836
16079,2020-02-27,27,2,2020,22,2,Japan,JP,JPN,126860299.0,Asia,0.12375818
16080,2020-02-26,26,2,2020,20,0,Japan,JP,JPN,126860299.0,Asia,0.10956935
16081,2020-02-25,25,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.09380397
16082,2020-02-24,24,2,2020,12,0,Japan,JP,JPN,126860299.0,Asia,0.09380397
16083,2020-02-23,23,2,2020,27,0,Japan,JP,JPN,126860299.0,Asia,0.08434475
16084,2020-02-22,22,2,2020,12,0,Japan,JP,JPN,126860299.0,Asia,0.06306149
16085,2020-02-21,21,2,2020,9,0,Japan,JP,JPN,126860299.0,Asia,0.05360227
16086,2020-02-20,20,2,2020,18,0,Japan,JP,JPN,126860299.0,Asia,0.04650785
16087,2020-02-19,19,2,2020,7,0,Japan,JP,JPN,126860299.0,Asia,0.03231902
16088,2020-02-18,18,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.03074248
16089,2020-02-17,17,2,2020,7,0,Japan,JP,JPN,126860299.0,Asia,0.03074248
16090,2020-02-16,16,2,2020,14,0,Japan,JP,JPN,126860299.0,Asia,0.02601287
16091,2020-02-15,15,2,2020,8,0,Japan,JP,JPN,126860299.0,Asia,0.01813018
16092,2020-02-14,14,2,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.0126123
16093,2020-02-13,13,2,2020,4,1,Japan,JP,JPN,126860299.0,Asia,0.01418884
16094,2020-02-12,12,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01418884
16095,2020-02-11,11,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01655364
16096,2020-02-10,10,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01734191
16097,2020-02-09,9,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01734191
16098,2020-02-08,8,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01813018
16099,2020-02-07,7,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01813018
16100,2020-02-06,6,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.01891845
16101,2020-02-05,5,2,2020,5,0,Japan,JP,JPN,126860299.0,Asia,0.01891845
16102,2020-02-04,4,2,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.014977100000000002
16103,2020-02-03,3,2,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.014977100000000002
16104,2020-02-02,2,2,2020,4,0,Japan,JP,JPN,126860299.0,Asia,0.01418884
16105,2020-02-01,1,2,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.01103576
16106,2020-01-31,31,1,2020,3,0,Japan,JP,JPN,126860299.0,Asia,0.01024749
16107,2020-01-30,30,1,2020,4,0,Japan,JP,JPN,126860299.0,Asia,0.00788269
16108,2020-01-29,29,1,2020,3,0,Japan,JP,JPN,126860299.0,Asia,0.00472961
16109,2020-01-28,28,1,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.00315307
16110,2020-01-27,27,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00236481
16111,2020-01-26,26,1,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.00236481
16112,2020-01-25,25,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00157654
16113,2020-01-24,24,1,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.00157654
16114,2020-01-23,23,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16115,2020-01-22,22,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16116,2020-01-21,21,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16117,2020-01-20,20,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16118,2020-01-19,19,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16119,2020-01-18,18,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16120,2020-01-17,17,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16121,2020-01-16,16,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16122,2020-01-15,15,1,2020,1,0,Japan,JP,JPN,126860299.0,Asia,0.00078827
16123,2020-01-14,14,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.0
16124,2020-01-13,13,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,0.0
16125,2020-01-12,12,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16126,2020-01-11,11,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16127,2020-01-10,10,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16128,2020-01-09,9,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16129,2020-01-08,8,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16130,2020-01-07,7,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16131,2020-01-06,6,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16132,2020-01-05,5,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16133,2020-01-04,4,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16134,2020-01-03,3,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16135,2020-01-02,2,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
16136,2020-01-01,1,1,2020,0,0,Japan,JP,JPN,126860299.0,Asia,
